sample,dataset,type,rotation,bits,dims,recall10,recall100,recall10in100
100k,emb_nomic,BFloat16,rotated,4,512,0.605,0.566,0.95
100k,emb_nomic,BFloat16,rotated,4,640,0.63,0.614,0.96
100k,emb_nomic,BFloat16,rotated,4,768,0.67,0.6625,0.98
100k,emb_nomic,BFloat16,rotated,5,128,0.23,0.2165,0.57
100k,emb_nomic,BFloat16,rotated,5,256,0.405,0.388,0.85
100k,emb_nomic,BFloat16,rotated,5,384,0.55,0.5015,0.93
100k,emb_nomic,BFloat16,rotated,5,512,0.605,0.5665,0.95
100k,emb_nomic,BFloat16,rotated,5,640,0.645,0.6115,0.955
100k,emb_nomic,BFloat16,rotated,5,768,0.675,0.664,0.98
100k,emb_nomic,BFloat16,rotated,6,128,0.33,0.298,0.71
100k,emb_nomic,BFloat16,rotated,6,256,0.535,0.4825,0.93
100k,emb_nomic,BFloat16,rotated,6,384,0.63,0.594,0.98
100k,emb_nomic,BFloat16,rotated,6,512,0.675,0.651,0.99
100k,emb_nomic,BFloat16,rotated,6,640,0.745,0.697,0.99
100k,emb_nomic,BFloat16,rotated,6,768,0.735,0.738,1.0
100k,emb_nomic,BFloat16,rotated,7,128,0.345,0.2895,0.695
100k,emb_nomic,BFloat16,rotated,7,256,0.4,0.404,0.655
100k,emb_nomic,BFloat16,rotated,7,384,0.41,0.4515,0.605
100k,emb_nomic,BFloat16,rotated,7,512,0.44,0.497,0.615
100k,emb_nomic,BFloat16,rotated,7,640,0.465,0.513,0.61
100k,emb_nomic,BFloat16,rotated,7,768,0.485,0.5345,0.635
100k,emb_nomic,BFloat16,rotated,8,128,0.435,0.4165,0.855
100k,emb_nomic,BFloat16,rotated,8,256,0.64,0.5885,0.97
100k,emb_nomic,BFloat16,rotated,8,384,0.73,0.675,0.985
100k,emb_nomic,BFloat16,rotated,8,512,0.77,0.736,0.995
100k,emb_nomic,BFloat16,rotated,8,640,0.81,0.7785,0.995
100k,emb_nomic,BFloat16,rotated,8,768,0.81,0.8095,0.995
100k,emb_nomic,BFloat16,rotated,9,128,0.53,0.4765,0.905
100k,emb_nomic,BFloat16,rotated,9,256,0.705,0.651,0.98
100k,emb_nomic,BFloat16,rotated,9,384,0.78,0.7435,1.0
100k,emb_nomic,BFloat16,rotated,9,512,0.84,0.7985,1.0
100k,emb_nomic,BFloat16,rotated,9,640,0.85,0.8355,1.0
100k,emb_nomic,BFloat16,rotated,9,768,0.875,0.8755,1.0
100k,emb_nomic,BFloat16,rotated,10,128,0.55,0.539,0.96
100k,emb_nomic,BFloat16,rotated,10,256,0.775,0.6985,0.995
100k,emb_nomic,BFloat16,rotated,10,384,0.82,0.78,1.0
100k,emb_nomic,BFloat16,rotated,10,512,0.87,0.8385,1.0
100k,emb_nomic,BFloat16,rotated,10,640,0.915,0.89,1.0
100k,emb_nomic,BFloat16,rotated,10,768,0.93,0.927,1.0
100k,emb_nomic,BFloat16,rotated,11,128,0.6,0.5555,0.96
100k,emb_nomic,BFloat16,rotated,11,256,0.785,0.717,0.995
100k,emb_nomic,BFloat16,rotated,11,384,0.855,0.8065,1.0
100k,emb_nomic,BFloat16,rotated,11,512,0.9,0.8555,1.0
100k,emb_nomic,BFloat16,rotated,11,640,0.915,0.902,1.0
100k,emb_nomic,BFloat16,rotated,11,768,0.975,0.961,1.0
100k,emb_nomic,BFloat16,rotated,12,128,0.62,0.5605,0.965
100k,emb_nomic,BFloat16,rotated,12,256,0.8,0.72,0.995
100k,emb_nomic,BFloat16,rotated,12,384,0.86,0.8155,1.0
100k,emb_nomic,BFloat16,rotated,12,512,0.89,0.8605,1.0
100k,emb_nomic,BFloat16,rotated,12,640,0.925,0.9065,1.0
100k,emb_nomic,BFloat16,rotated,12,768,0.985,0.977,1.0
100k,emb_nomic,BFloat16,rotated,13,128,0.615,0.559,0.97
100k,emb_nomic,BFloat16,rotated,13,256,0.795,0.725,0.995
100k,emb_nomic,BFloat16,rotated,13,384,0.86,0.8155,1.0
100k,emb_nomic,BFloat16,rotated,13,512,0.895,0.862,1.0
100k,emb_nomic,BFloat16,rotated,13,640,0.92,0.913,1.0
100k,emb_nomic,BFloat16,rotated,13,768,0.985,0.9875,1.0
100k,emb_nomic,BFloat16,rotated,14,128,0.61,0.559,0.97
100k,emb_nomic,BFloat16,rotated,14,256,0.795,0.723,0.995
100k,emb_nomic,BFloat16,rotated,14,384,0.855,0.8125,1.0
100k,emb_nomic,BFloat16,rotated,14,512,0.895,0.863,1.0
100k,emb_nomic,BFloat16,rotated,14,640,0.92,0.9125,1.0
100k,emb_nomic,BFloat16,rotated,14,768,1.0,0.995,1.0
100k,emb_nomic,BFloat16,rotated,15,128,0.6,0.559,0.965
100k,emb_nomic,BFloat16,rotated,15,256,0.795,0.722,0.995
100k,emb_nomic,BFloat16,rotated,15,384,0.85,0.8125,1.0
100k,emb_nomic,BFloat16,rotated,15,512,0.895,0.863,1.0
100k,emb_nomic,BFloat16,rotated,15,640,0.92,0.913,1.0
100k,emb_nomic,BFloat16,rotated,15,768,0.99,0.997,1.0
100k,emb_nomic,BFloat16,rotated,16,128,0.605,0.559,0.965
100k,emb_nomic,BFloat16,rotated,16,256,0.795,0.7235,0.995
100k,emb_nomic,BFloat16,rotated,16,384,0.85,0.814,1.0
100k,emb_nomic,BFloat16,rotated,16,512,0.895,0.863,1.0
100k,emb_nomic,BFloat16,rotated,16,640,0.92,0.914,1.0
100k,emb_nomic,BFloat16,rotated,16,768,0.995,0.999,1.0
100k,emb_nomic,Int8,original,1,128,0.15,0.147,0.405
100k,emb_nomic,Int8,original,1,256,0.355,0.2795,0.71
100k,emb_nomic,Int8,original,1,384,0.4,0.347,0.785
100k,emb_nomic,Int8,original,1,512,0.515,0.415,0.86
100k,emb_nomic,Int8,original,1,640,0.585,0.4475,0.895
100k,emb_nomic,Int8,original,1,768,0.6,0.475,0.92
100k,emb_nomic,Int8,original,2,128,0.495,0.436,0.89
100k,emb_nomic,Int8,original,2,256,0.64,0.5775,0.98
100k,emb_nomic,Int8,original,2,384,0.7,0.6575,0.995
100k,emb_nomic,Int8,original,2,512,0.73,0.7085,1.0
100k,emb_nomic,Int8,original,2,640,0.78,0.752,0.995
100k,emb_nomic,Int8,original,2,768,0.8,0.7885,0.995
100k,emb_nomic,Int8,original,3,128,0.58,0.536,0.955
100k,emb_nomic,Int8,original,3,256,0.74,0.6695,1.0
100k,emb_nomic,Int8,original,3,384,0.835,0.7485,1.0
100k,emb_nomic,Int8,original,3,512,0.82,0.803,1.0
100k,emb_nomic,Int8,original,3,640,0.875,0.8535,1.0
100k,emb_nomic,Int8,original,3,768,0.88,0.8885,1.0
100k,emb_nomic,Int8,original,4,128,0.645,0.5665,0.985
100k,emb_nomic,Int8,original,4,256,0.76,0.707,1.0
100k,emb_nomic,Int8,original,4,384,0.82,0.786,1.0
100k,emb_nomic,Int8,original,4,512,0.865,0.8295,1.0
100k,emb_nomic,Int8,original,4,640,0.91,0.883,1.0
100k,emb_nomic,Int8,original,4,768,0.935,0.922,1.0
100k,emb_nomic,Int8,original,5,128,0.69,0.586,0.98
100k,emb_nomic,Int8,original,5,256,0.775,0.724,1.0
100k,emb_nomic,Int8,original,5,384,0.86,0.8005,1.0
100k,emb_nomic,Int8,original,5,512,0.905,0.8575,1.0
100k,emb_nomic,Int8,original,5,640,0.925,0.9065,1.0
100k,emb_nomic,Int8,original,5,768,0.96,0.9535,1.0
100k,emb_nomic,Int8,original,6,128,0.705,0.5885,0.98
100k,emb_nomic,Int8,original,6,256,0.78,0.732,1.0
100k,emb_nomic,Int8,original,6,384,0.885,0.8105,1.0
100k,emb_nomic,Int8,original,6,512,0.91,0.8615,1.0
100k,emb_nomic,Int8,original,6,640,0.955,0.917,1.0
100k,emb_nomic,Int8,original,6,768,1.0,0.9785,1.0
100k,emb_nomic,Int8,original,7,128,0.705,0.5905,0.98
100k,emb_nomic,Int8,original,7,256,0.79,0.735,1.0
100k,emb_nomic,Int8,original,7,384,0.885,0.8125,1.0
100k,emb_nomic,Int8,original,7,512,0.9,0.8645,1.0
100k,emb_nomic,Int8,original,7,640,0.935,0.9165,1.0
100k,emb_nomic,Int8,original,7,768,1.0,0.9895,1.0
100k,emb_nomic,Int8,original,8,128,0.685,0.5935,0.98
100k,emb_nomic,Int8,original,8,256,0.79,0.7335,1.0
100k,emb_nomic,Int8,original,8,384,0.885,0.812,1.0
100k,emb_nomic,Int8,original,8,512,0.91,0.863,1.0
100k,emb_nomic,Int8,original,8,640,0.935,0.9145,1.0
100k,emb_nomic,Int8,original,8,768,0.995,0.994,1.0
100k,emb_nomic,Int8,rotated,1,128,0.23,0.2145,0.565
100k,emb_nomic,Int8,rotated,1,256,0.4,0.386,0.85
100k,emb_nomic,Int8,rotated,1,384,0.54,0.501,0.925
100k,emb_nomic,Int8,rotated,1,512,0.605,0.566,0.95
100k,emb_nomic,Int8,rotated,1,640,0.635,0.6125,0.96
100k,emb_nomic,Int8,rotated,1,768,0.675,0.6635,0.98
100k,emb_nomic,Int8,rotated,2,128,0.435,0.3905,0.855
100k,emb_nomic,Int8,rotated,2,256,0.62,0.57,0.96
100k,emb_nomic,Int8,rotated,2,384,0.705,0.673,0.985
100k,emb_nomic,Int8,rotated,2,512,0.745,0.7235,0.99
100k,emb_nomic,Int8,rotated,2,640,0.76,0.7625,1.0
100k,emb_nomic,Int8,rotated,2,768,0.82,0.809,1.0
100k,emb_nomic,Int8,rotated,3,128,0.57,0.5045,0.925
100k,emb_nomic,Int8,rotated,3,256,0.735,0.662,0.99
100k,emb_nomic,Int8,rotated,3,384,0.775,0.74,1.0
100k,emb_nomic,Int8,rotated,3,512,0.84,0.7935,1.0
100k,emb_nomic,Int8,rotated,3,640,0.875,0.833,1.0
100k,emb_nomic,Int8,rotated,3,768,0.9,0.8815,1.0
100k,emb_nomic,Int8,rotated,4,128,0.565,0.522,0.935
100k,emb_nomic,Int8,rotated,4,256,0.745,0.6895,1.0
100k,emb_nomic,Int8,rotated,4,384,0.82,0.771,1.0
100k,emb_nomic,Int8,rotated,4,512,0.845,0.8245,1.0
100k,emb_nomic,Int8,rotated,4,640,0.88,0.865,1.0
100k,emb_nomic,Int8,rotated,4,768,0.9,0.9065,1.0
100k,emb_nomic,Int8,rotated,5,128,0.59,0.55,0.96
100k,emb_nomic,Int8,rotated,5,256,0.775,0.7075,0.995
100k,emb_nomic,Int8,rotated,5,384,0.85,0.801,1.0
100k,emb_nomic,Int8,rotated,5,512,0.89,0.844,1.0
100k,emb_nomic,Int8,rotated,5,640,0.9,0.895,1.0
100k,emb_nomic,Int8,rotated,5,768,0.955,0.9425,1.0
100k,emb_nomic,Int8,rotated,6,128,0.62,0.555,0.965
100k,emb_nomic,Int8,rotated,6,256,0.795,0.7145,0.99
100k,emb_nomic,Int8,rotated,6,384,0.835,0.8115,1.0
100k,emb_nomic,Int8,rotated,6,512,0.89,0.8575,1.0
100k,emb_nomic,Int8,rotated,6,640,0.91,0.9045,1.0
100k,emb_nomic,Int8,rotated,6,768,0.975,0.965,1.0
100k,emb_nomic,Int8,rotated,7,128,0.625,0.558,0.965
100k,emb_nomic,Int8,rotated,7,256,0.805,0.721,0.995
100k,emb_nomic,Int8,rotated,7,384,0.84,0.8155,1.0
100k,emb_nomic,Int8,rotated,7,512,0.895,0.86,1.0
100k,emb_nomic,Int8,rotated,7,640,0.905,0.911,1.0
100k,emb_nomic,Int8,rotated,7,768,0.985,0.98,1.0
100k,emb_nomic,Int8,rotated,8,128,0.615,0.558,0.965
100k,emb_nomic,Int8,rotated,8,256,0.795,0.721,0.995
100k,emb_nomic,Int8,rotated,8,384,0.85,0.813,1.0
100k,emb_nomic,Int8,rotated,8,512,0.885,0.8615,1.0
100k,emb_nomic,Int8,rotated,8,640,0.925,0.913,1.0
100k,emb_nomic,Int8,rotated,8,768,0.995,0.989,1.0
100k,emb_siglip2,BFloat16,original,1,128,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,256,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,384,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,512,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,640,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,768,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,896,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,1024,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,1,1152,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,128,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,256,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,384,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,512,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,640,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,768,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,896,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,1024,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,2,1152,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,original,3,128,0.32,0.292,0.68
100k,emb_siglip2,BFloat16,original,3,256,0.47,0.4555,0.87
100k,emb_siglip2,BFloat16,original,3,384,0.52,0.5245,0.935
100k,emb_siglip2,BFloat16,original,3,512,0.6,0.5715,0.96
100k,emb_siglip2,BFloat16,original,3,640,0.645,0.6035,0.975
100k,emb_siglip2,BFloat16,original,3,768,0.665,0.632,0.985
100k,emb_siglip2,BFloat16,original,3,896,0.695,0.66,0.99
100k,emb_siglip2,BFloat16,original,3,1024,0.715,0.6785,0.995
100k,emb_siglip2,BFloat16,original,3,1152,0.725,0.693,1.0
100k,emb_siglip2,BFloat16,original,4,128,0.32,0.292,0.68
100k,emb_siglip2,BFloat16,original,4,256,0.47,0.4555,0.87
100k,emb_siglip2,BFloat16,original,4,384,0.52,0.5245,0.935
100k,emb_siglip2,BFloat16,original,4,512,0.6,0.5715,0.96
100k,emb_siglip2,BFloat16,original,4,640,0.645,0.6035,0.975
100k,emb_siglip2,BFloat16,original,4,768,0.665,0.632,0.985
100k,emb_siglip2,BFloat16,original,4,896,0.695,0.66,0.99
100k,emb_siglip2,BFloat16,original,4,1024,0.715,0.6785,0.995
100k,emb_siglip2,BFloat16,original,4,1152,0.725,0.693,1.0
100k,emb_siglip2,BFloat16,original,5,128,0.32,0.2915,0.685
100k,emb_siglip2,BFloat16,original,5,256,0.47,0.4555,0.87
100k,emb_siglip2,BFloat16,original,5,384,0.515,0.524,0.935
100k,emb_siglip2,BFloat16,original,5,512,0.6,0.57,0.96
100k,emb_siglip2,BFloat16,original,5,640,0.645,0.603,0.975
100k,emb_siglip2,BFloat16,original,5,768,0.67,0.634,0.985
100k,emb_siglip2,BFloat16,original,5,896,0.7,0.66,0.99
100k,emb_siglip2,BFloat16,original,5,1024,0.71,0.678,0.995
100k,emb_siglip2,BFloat16,original,5,1152,0.725,0.693,1.0
100k,emb_siglip2,BFloat16,original,6,128,0.385,0.352,0.76
100k,emb_siglip2,BFloat16,original,6,256,0.515,0.5265,0.925
100k,emb_siglip2,BFloat16,original,6,384,0.61,0.586,0.965
100k,emb_siglip2,BFloat16,original,6,512,0.665,0.6255,0.985
100k,emb_siglip2,BFloat16,original,6,640,0.695,0.6485,0.98
100k,emb_siglip2,BFloat16,original,6,768,0.725,0.68,0.99
100k,emb_siglip2,BFloat16,original,6,896,0.76,0.7055,0.99
100k,emb_siglip2,BFloat16,original,6,1024,0.785,0.7265,0.995
100k,emb_siglip2,BFloat16,original,6,1152,0.78,0.738,1.0
100k,emb_siglip2,BFloat16,original,7,128,0.37,0.3305,0.73
100k,emb_siglip2,BFloat16,original,7,256,0.505,0.5125,0.92
100k,emb_siglip2,BFloat16,original,7,384,0.605,0.585,0.965
100k,emb_siglip2,BFloat16,original,7,512,0.605,0.59,0.96
100k,emb_siglip2,BFloat16,original,7,640,0.64,0.626,0.945
100k,emb_siglip2,BFloat16,original,7,768,0.7,0.6585,0.95
100k,emb_siglip2,BFloat16,original,7,896,0.705,0.676,0.97
100k,emb_siglip2,BFloat16,original,7,1024,0.705,0.6995,0.98
100k,emb_siglip2,BFloat16,original,7,1152,0.7,0.7125,0.98
100k,emb_siglip2,BFloat16,original,8,128,0.035,0.066,0.095
100k,emb_siglip2,BFloat16,original,8,256,0.085,0.111,0.19
100k,emb_siglip2,BFloat16,original,8,384,0.155,0.161,0.35
100k,emb_siglip2,BFloat16,original,8,512,0.125,0.1245,0.205
100k,emb_siglip2,BFloat16,original,8,640,0.175,0.1535,0.295
100k,emb_siglip2,BFloat16,original,8,768,0.2,0.1745,0.375
100k,emb_siglip2,BFloat16,original,8,896,0.26,0.2215,0.5
100k,emb_siglip2,BFloat16,original,8,1024,0.325,0.2655,0.605
100k,emb_siglip2,BFloat16,original,8,1152,0.375,0.3105,0.705
100k,emb_siglip2,BFloat16,original,9,128,0.23,0.2455,0.57
100k,emb_siglip2,BFloat16,original,9,256,0.41,0.3775,0.815
100k,emb_siglip2,BFloat16,original,9,384,0.555,0.4715,0.885
100k,emb_siglip2,BFloat16,original,9,512,0.55,0.476,0.895
100k,emb_siglip2,BFloat16,original,9,640,0.64,0.5495,0.935
100k,emb_siglip2,BFloat16,original,9,768,0.685,0.591,0.965
100k,emb_siglip2,BFloat16,original,9,896,0.73,0.6385,0.985
100k,emb_siglip2,BFloat16,original,9,1024,0.77,0.6975,1.0
100k,emb_siglip2,BFloat16,original,9,1152,0.805,0.751,1.0
100k,emb_siglip2,BFloat16,original,10,128,0.41,0.419,0.81
100k,emb_siglip2,BFloat16,original,10,256,0.625,0.598,0.97
100k,emb_siglip2,BFloat16,original,10,384,0.7,0.675,0.99
100k,emb_siglip2,BFloat16,original,10,512,0.75,0.7125,0.99
100k,emb_siglip2,BFloat16,original,10,640,0.795,0.757,0.995
100k,emb_siglip2,BFloat16,original,10,768,0.85,0.789,1.0
100k,emb_siglip2,BFloat16,original,10,896,0.87,0.8165,1.0
100k,emb_siglip2,BFloat16,original,10,1024,0.875,0.848,1.0
100k,emb_siglip2,BFloat16,original,10,1152,0.905,0.8745,1.0
100k,emb_siglip2,BFloat16,original,11,128,0.425,0.434,0.83
100k,emb_siglip2,BFloat16,original,11,256,0.6,0.6075,0.965
100k,emb_siglip2,BFloat16,original,11,384,0.68,0.6875,1.0
100k,emb_siglip2,BFloat16,original,11,512,0.725,0.7245,0.995
100k,emb_siglip2,BFloat16,original,11,640,0.78,0.77,1.0
100k,emb_siglip2,BFloat16,original,11,768,0.835,0.8125,1.0
100k,emb_siglip2,BFloat16,original,11,896,0.89,0.8485,1.0
100k,emb_siglip2,BFloat16,original,11,1024,0.92,0.891,1.0
100k,emb_siglip2,BFloat16,original,11,1152,0.94,0.9315,1.0
100k,emb_siglip2,BFloat16,original,12,128,0.435,0.436,0.83
100k,emb_siglip2,BFloat16,original,12,256,0.63,0.62,0.975
100k,emb_siglip2,BFloat16,original,12,384,0.68,0.698,1.0
100k,emb_siglip2,BFloat16,original,12,512,0.745,0.7375,1.0
100k,emb_siglip2,BFloat16,original,12,640,0.81,0.785,1.0
100k,emb_siglip2,BFloat16,original,12,768,0.865,0.8315,1.0
100k,emb_siglip2,BFloat16,original,12,896,0.89,0.8645,1.0
100k,emb_siglip2,BFloat16,original,12,1024,0.92,0.918,1.0
100k,emb_siglip2,BFloat16,original,12,1152,0.97,0.964,1.0
100k,emb_siglip2,BFloat16,original,13,128,0.435,0.4355,0.84
100k,emb_siglip2,BFloat16,original,13,256,0.63,0.621,0.97
100k,emb_siglip2,BFloat16,original,13,384,0.69,0.6965,1.0
100k,emb_siglip2,BFloat16,original,13,512,0.73,0.7395,1.0
100k,emb_siglip2,BFloat16,original,13,640,0.805,0.7865,1.0
100k,emb_siglip2,BFloat16,original,13,768,0.88,0.834,1.0
100k,emb_siglip2,BFloat16,original,13,896,0.88,0.8695,1.0
100k,emb_siglip2,BFloat16,original,13,1024,0.93,0.921,1.0
100k,emb_siglip2,BFloat16,original,13,1152,0.98,0.9855,1.0
100k,emb_siglip2,BFloat16,original,14,128,0.435,0.436,0.835
100k,emb_siglip2,BFloat16,original,14,256,0.635,0.6225,0.97
100k,emb_siglip2,BFloat16,original,14,384,0.69,0.7,1.0
100k,emb_siglip2,BFloat16,original,14,512,0.735,0.741,1.0
100k,emb_siglip2,BFloat16,original,14,640,0.8,0.786,1.0
100k,emb_siglip2,BFloat16,original,14,768,0.88,0.837,1.0
100k,emb_siglip2,BFloat16,original,14,896,0.885,0.8675,1.0
100k,emb_siglip2,BFloat16,original,14,1024,0.935,0.9215,1.0
100k,emb_siglip2,BFloat16,original,14,1152,1.0,0.991,1.0
100k,emb_siglip2,BFloat16,original,15,128,0.43,0.434,0.835
100k,emb_siglip2,BFloat16,original,15,256,0.63,0.6195,0.97
100k,emb_siglip2,BFloat16,original,15,384,0.69,0.701,1.0
100k,emb_siglip2,BFloat16,original,15,512,0.735,0.742,1.0
100k,emb_siglip2,BFloat16,original,15,640,0.805,0.788,1.0
100k,emb_siglip2,BFloat16,original,15,768,0.88,0.838,1.0
100k,emb_siglip2,BFloat16,original,15,896,0.885,0.867,1.0
100k,emb_siglip2,BFloat16,original,15,1024,0.945,0.9215,1.0
100k,emb_siglip2,BFloat16,original,15,1152,0.995,0.9965,1.0
100k,emb_siglip2,BFloat16,original,16,128,0.43,0.4345,0.835
100k,emb_siglip2,BFloat16,original,16,256,0.63,0.6215,0.97
100k,emb_siglip2,BFloat16,original,16,384,0.69,0.701,1.0
100k,emb_siglip2,BFloat16,original,16,512,0.735,0.7415,1.0
100k,emb_siglip2,BFloat16,original,16,640,0.8,0.7895,1.0
100k,emb_siglip2,BFloat16,original,16,768,0.875,0.8365,1.0
100k,emb_siglip2,BFloat16,original,16,896,0.885,0.868,1.0
100k,emb_siglip2,BFloat16,original,16,1024,0.945,0.9225,1.0
100k,emb_siglip2,BFloat16,original,16,1152,1.0,1.0,1.0
100k,emb_siglip2,BFloat16,rotated,1,128,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,256,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,384,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,512,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,640,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,768,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,896,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1024,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1152,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1280,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1408,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1536,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1664,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1792,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,1920,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,1,2048,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,128,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,256,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,384,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,512,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,640,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,768,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,896,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1024,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1152,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1280,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1408,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1536,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1664,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1792,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,1920,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,2,2048,0.0,0.002,0.0
100k,emb_siglip2,BFloat16,rotated,3,128,0.25,0.2595,0.555
100k,emb_siglip2,BFloat16,rotated,3,256,0.38,0.447,0.82
100k,emb_siglip2,BFloat16,rotated,3,384,0.475,0.5325,0.91
100k,emb_siglip2,BFloat16,rotated,3,512,0.56,0.601,0.95
100k,emb_siglip2,BFloat16,rotated,3,640,0.635,0.638,0.965
100k,emb_siglip2,BFloat16,rotated,3,768,0.68,0.6705,0.975
100k,emb_siglip2,BFloat16,rotated,3,896,0.68,0.6905,0.995
100k,emb_siglip2,BFloat16,rotated,3,1024,0.745,0.714,1.0
100k,emb_siglip2,BFloat16,rotated,3,1152,0.725,0.725,1.0
100k,emb_siglip2,BFloat16,rotated,3,1280,0.735,0.7275,1.0
100k,emb_siglip2,BFloat16,rotated,3,1408,0.765,0.7385,1.0
100k,emb_siglip2,BFloat16,rotated,3,1536,0.775,0.7485,1.0
100k,emb_siglip2,BFloat16,rotated,3,1664,0.755,0.7565,1.0
100k,emb_siglip2,BFloat16,rotated,3,1792,0.79,0.766,1.0
100k,emb_siglip2,BFloat16,rotated,3,1920,0.8,0.771,1.0
100k,emb_siglip2,BFloat16,rotated,3,2048,0.82,0.784,1.0
100k,emb_siglip2,BFloat16,rotated,4,128,0.25,0.2595,0.555
100k,emb_siglip2,BFloat16,rotated,4,256,0.38,0.447,0.82
100k,emb_siglip2,BFloat16,rotated,4,384,0.475,0.5325,0.91
100k,emb_siglip2,BFloat16,rotated,4,512,0.56,0.601,0.95
100k,emb_siglip2,BFloat16,rotated,4,640,0.635,0.638,0.965
100k,emb_siglip2,BFloat16,rotated,4,768,0.68,0.6705,0.975
100k,emb_siglip2,BFloat16,rotated,4,896,0.68,0.6905,0.995
100k,emb_siglip2,BFloat16,rotated,4,1024,0.745,0.714,1.0
100k,emb_siglip2,BFloat16,rotated,4,1152,0.725,0.725,1.0
100k,emb_siglip2,BFloat16,rotated,4,1280,0.735,0.7275,1.0
100k,emb_siglip2,BFloat16,rotated,4,1408,0.765,0.7385,1.0
100k,emb_siglip2,BFloat16,rotated,4,1536,0.775,0.7485,1.0
100k,emb_siglip2,BFloat16,rotated,4,1664,0.755,0.7565,1.0
100k,emb_siglip2,BFloat16,rotated,4,1792,0.79,0.766,1.0
100k,emb_siglip2,BFloat16,rotated,4,1920,0.8,0.771,1.0
100k,emb_siglip2,BFloat16,rotated,4,2048,0.82,0.784,1.0
100k,emb_siglip2,BFloat16,rotated,5,128,0.25,0.2605,0.555
100k,emb_siglip2,BFloat16,rotated,5,256,0.375,0.447,0.825
100k,emb_siglip2,BFloat16,rotated,5,384,0.48,0.534,0.91
100k,emb_siglip2,BFloat16,rotated,5,512,0.555,0.602,0.95
100k,emb_siglip2,BFloat16,rotated,5,640,0.635,0.6385,0.965
100k,emb_siglip2,BFloat16,rotated,5,768,0.67,0.6705,0.975
100k,emb_siglip2,BFloat16,rotated,5,896,0.685,0.6925,0.995
100k,emb_siglip2,BFloat16,rotated,5,1024,0.745,0.7165,1.0
100k,emb_siglip2,BFloat16,rotated,5,1152,0.72,0.7235,1.0
100k,emb_siglip2,BFloat16,rotated,5,1280,0.73,0.729,1.0
100k,emb_siglip2,BFloat16,rotated,5,1408,0.75,0.738,1.0
100k,emb_siglip2,BFloat16,rotated,5,1536,0.76,0.7485,1.0
